Id|Precinct|For|Against|Totals|TabName
797|11 O'Neill Ward II|375|109|484|Holt
798|12 O'Neill Ward III|194|85|279|Holt
799|13 O'Neill Ward IV|205|59|264|Holt
800|Precinct 1|255|115|370|Hooker
801|St. Paul Ward I|521|120|641|Howard
802|St. Paul Ward II|668|165|833|Howard
803|Spring Creek|116|31|147|Howard
804|Elba|198|63|261|Howard
805|Posen|178|51|229|Howard
806|Dannebrog|321|86|407|Howard
807|Loup Fork|159|39|198|Howard
808|St. Libory|303|80|383|Howard
809|Plymouth-Gibson|297|87|384|Jefferson
810|Eureka-Washington|139|46|185|Jefferson
811|Lincoln-Meridian-Fairbury-Rich|235|61|296|Jefferson
812|Cub-Rock Creek|145|53|198|Jefferson
813|Jefferson-Pleasant-Newton|335|82|417|Jefferson
814|Buckley-Antelope-Endicott|323|89|412|Jefferson
815|Ward I|273|75|348|Jefferson
816|Ward II|212|47|259|Jefferson
817|Ward III|345|81|426|Jefferson
818|Ward IV|385|89|474|Jefferson
819|Nemaha I|231|62|293|Johnson
820|Nemaha II|507|122|629|Johnson
821|Sterling|442|118|560|Johnson
822|Spring Creek|212|52|264|Johnson
823|Todd Creek|115|41|156|Johnson
824|Western|69|18|87|Johnson
825|Lowell|78|19|97|Kearney
826|Newark/Blaine|322|69|391|Kearney
827|Logan/Hayes/Sherman|198|66|264|Kearney
828|Liberty/Lincoln/May|184|53|237|Kearney
829|Eaton|70|23|93|Kearney
830|Mirage|345|116|461|Kearney
831|Oneida|191|65|256|Kearney
832|Cosmo/Grant|64|13|77|Kearney
833|North|321|79|400|Kearney
834|South|405|113|518|Kearney
835|Center|401|92|493|Kearney
836|FIRST WARD|239|97|336|Keith
837|SECOND WARD|270|112|382|Keith
838|THIRD WARD|230|99|329|Keith
839|FOURTH WARD|303|86|389|Keith
840|FIFTH WARD|438|167|605|Keith
841|BRULE|289|120|409|Keith
842|LOGAN|103|43|146|Keith
843|LONERGAN|189|78|267|Keith
844|PAXTON|278|127|405|Keith
845|RURAL OGALLALA|345|125|470|Keith
846|WHITETAIL|102|47|149|Keith
847|Garfield|129|45|174|Keya Paha
848|Custer|96|41|137|Keya Paha
849|Mills|90|48|138|Keya Paha
850|1st Ward|498|159|657|Kimball
851|2nd Ward|266|119|385|Kimball
852|Antelope|204|95|299|Kimball
853|Bushnell|106|37|143|Kimball
854|Dix|143|61|204|Kimball
855|Bloomfield Area|522|153|675|Knox
856|Crofton Area|613|163|776|Knox
857|Creighton Area|664|186|850|Knox
858|Center Area|142|52|194|Knox
859|Lindy/Santee Area|238|84|322|Knox
860|Niobrara Area|255|59|314|Knox
861|Verdigre Area|418|107|525|Knox
862|Wausa Area|401|118|519|Knox
863|1 A|488|71|559|Lancaster
864|1 A-1|910|135|1045|Lancaster
865|1 B|571|75|646|Lancaster
866|1 D-1|521|117|638|Lancaster
867|1 D-2|896|163|1059|Lancaster
868|1 D-4|707|102|809|Lancaster
869|1 D-5|508|104|612|Lancaster
870|1 D-6|711|145|856|Lancaster
871|1 D-7|467|86|553|Lancaster
872|1 D-8|696|106|802|Lancaster
873|1 D-9|715|123|838|Lancaster
874|1 D-10|1077|189|1266|Lancaster
875|1 E-2|727|150|877|Lancaster
876|1 E-3|624|121|745|Lancaster
877|1 E-4|641|91|732|Lancaster
878|1 E-5|602|84|686|Lancaster
879|1 E-6|665|109|774|Lancaster
880|1 E-7|635|133|768|Lancaster
881|1 E-8|603|96|699|Lancaster
882|1 E-9|861|176|1037|Lancaster
883|1 F-1|704|127|831|Lancaster
884|1 F-2|626|122|748|Lancaster
885|1 F-3|1216|199|1415|Lancaster
886|2 A|657|123|780|Lancaster
887|2 C-1|702|128|830|Lancaster
888|2 C-2|437|73|510|Lancaster
889|2 C-3|660|108|768|Lancaster
890|2 D-1|781|164|945|Lancaster
891|2 D-2|695|155|850|Lancaster
892|2 D-3|378|54|432|Lancaster
893|2 D-5|1|0|1|Lancaster
894|3 A|681|130|811|Lancaster
895|3 D|140|30|170|Lancaster
896|4 A|589|84|673|Lancaster
897|5 B-1|680|87|767|Lancaster
898|5 C-1|441|70|511|Lancaster
899|5 C-3|535|69|604|Lancaster
900|5 E-3|692|113|805|Lancaster
901|5 E-4|623|81|704|Lancaster
902|5 E-5|518|70|588|Lancaster
903|5 E-6|700|135|835|Lancaster
904|5 E-7|571|85|656|Lancaster
905|5 E-8|687|105|792|Lancaster
906|5 E-9|677|89|766|Lancaster
907|6 A-1|777|75|852|Lancaster
908|6 D-2|762|86|848|Lancaster
909|6 E-1|624|55|679|Lancaster
910|6 E-2|670|65|735|Lancaster
911|6 F-1|702|81|783|Lancaster
912|7 A|633|117|750|Lancaster
913|7 D-2|684|87|771|Lancaster
914|8 A|353|54|407|Lancaster
915|8 C-2|703|94|797|Lancaster
916|9 A-1|531|66|597|Lancaster
917|9 B-1|515|59|574|Lancaster
918|9 C-1|661|75|736|Lancaster
919|9 D-1|492|45|537|Lancaster
920|9 E-1|660|58|718|Lancaster
921|9 E-2|703|63|766|Lancaster
922|9 E-4|632|68|700|Lancaster
923|9 E-5|679|46|725|Lancaster
924|9 F-1|680|82|762|Lancaster
925|9 F-2|716|121|837|Lancaster
926|9 F-3|632|85|717|Lancaster
927|9 F-4|544|87|631|Lancaster
928|9 F-5|629|83|712|Lancaster
929|9 F-9|412|83|495|Lancaster
930|9 F-10|444|78|522|Lancaster
931|9 F-11|462|77|539|Lancaster
932|9 G-1|685|89|774|Lancaster
933|9 G-2|548|85|633|Lancaster
934|9 G-3|501|69|570|Lancaster
935|9 G-4|653|98|751|Lancaster
936|9 G-5|528|85|613|Lancaster
937|9 G-6|537|79|616|Lancaster
938|9 G-7|482|72|554|Lancaster
939|9 G-8|679|88|767|Lancaster
940|9 G-9|530|67|597|Lancaster
941|9 H-1|626|106|732|Lancaster
942|9 H-2|619|86|705|Lancaster
943|9 H-3|619|95|714|Lancaster
944|9 H-4|594|80|674|Lancaster
945|9 H-5|520|76|596|Lancaster
946|9 H-6|622|76|698|Lancaster
947|9 H-7|535|114|649|Lancaster
948|9 H-8|952|162|1114|Lancaster
949|10 A|778|100|878|Lancaster
950|10 B-1|498|64|562|Lancaster
951|10 B-2|861|110|971|Lancaster
952|10 B-4|659|78|737|Lancaster
953|10 B-5|595|105|700|Lancaster
954|10 C-4|457|57|514|Lancaster
955|10 C-5|505|77|582|Lancaster
956|10 C-6|381|45|426|Lancaster
957|10 C-7|490|62|552|Lancaster
958|10 C-8|309|58|367|Lancaster
959|10 C-12|536|81|617|Lancaster
960|10 D-1|455|65|520|Lancaster
961|10 D-2|546|63|609|Lancaster
962|10 D-3|310|44|354|Lancaster
963|10 D-4|645|84|729|Lancaster
964|10 D-8|691|104|795|Lancaster
965|10 E-1|634|89|723|Lancaster
966|10 E-4|704|106|810|Lancaster
967|10 E-5|672|96|768|Lancaster
968|10 E-7|661|109|770|Lancaster
969|10 E-8|623|96|719|Lancaster
970|10 E-10|453|69|522|Lancaster
971|10 E-11|417|42|459|Lancaster
972|10 E-12|664|108|772|Lancaster
973|10 E-14|528|68|596|Lancaster
974|10 E-15|700|104|804|Lancaster
975|10 E-16|936|141|1077|Lancaster
976|10 E-17|610|80|690|Lancaster
977|10 F-1|438|60|498|Lancaster
978|10 F-2|319|61|380|Lancaster
979|10 F-3|449|75|524|Lancaster
980|10 F-4|597|62|659|Lancaster
981|10 F-5|603|93|696|Lancaster
982|10 F-6|460|75|535|Lancaster
983|10 F-7|645|101|746|Lancaster
984|10 F-10|558|70|628|Lancaster
985|10 F-11|736|84|820|Lancaster
986|10 F-12|534|94|628|Lancaster
987|10 F-14|781|123|904|Lancaster
988|10 F-15|569|67|636|Lancaster
989|10 F-16|712|106|818|Lancaster
990|10 G-1|580|106|686|Lancaster
991|10 G-2|575|78|653|Lancaster
992|10 G-3|644|71|715|Lancaster
993|10 G-4|727|116|843|Lancaster
994|10 G-5|459|69|528|Lancaster
995|10 G-6|774|99|873|Lancaster
996|10 G-7|489|70|559|Lancaster
997|10 H-1|751|113|864|Lancaster
998|10 H-2|1187|187|1374|Lancaster
999|10 H-3|1223|181|1404|Lancaster
1000|10 H-4|918|147|1065|Lancaster
1001|10 H-5|1186|196|1382|Lancaster
1002|10 H-6|772|119|891|Lancaster
1003|10 H-7|679|113|792|Lancaster
1004|10 H-8|940|159|1099|Lancaster
1005|11 A-1|459|81|540|Lancaster
1006|11 A-2|531|94|625|Lancaster
1007|11 B-1|588|128|716|Lancaster
1008|11 D-2|451|65|516|Lancaster
1009|11 E-1|590|88|678|Lancaster
1010|11 E-3|826|124|950|Lancaster
1011|11 E-5|381|65|446|Lancaster
1012|11 E-6|639|89|728|Lancaster
1013|11 E-7|430|89|519|Lancaster
1014|11 E-10|377|78|455|Lancaster
1015|12 A-4|841|125|966|Lancaster
1016|12 A-5|622|93|715|Lancaster
1017|12 A-7|866|114|980|Lancaster
1018|12 A-8|551|87|638|Lancaster
1019|12 A-9|536|71|607|Lancaster
1020|12 A-10|1706|260|1966|Lancaster
1021|12 B-1|641|114|755|Lancaster
1022|12 B-2|501|77|578|Lancaster
1023|12 B-4|609|103|712|Lancaster
1024|12 B-6|526|97|623|Lancaster
1025|12 B-7|553|93|646|Lancaster
1026|12 B-8|1279|192|1471|Lancaster
1027|12 C-2|775|159|934|Lancaster
1028|12 C-6|594|109|703|Lancaster
1029|12 C-7|1034|158|1192|Lancaster
1030|12 D|580|81|661|Lancaster
1031|12 F|575|120|695|Lancaster
1032|12 G-1|627|105|732|Lancaster
1033|12 G-2|512|85|597|Lancaster
1034|Buda|421|81|502|Lancaster
1035|Centerville|735|112|847|Lancaster
1036|Denton|1123|196|1319|Lancaster
1037|Elk|565|95|660|Lancaster
1038|Garfield #1|16|1|17|Lancaster
1039|Grant #1|700|117|817|Lancaster
1040|Grant #2|224|42|266|Lancaster
1041|Grant #3|599|101|700|Lancaster
1042|Grant #4|0|0|0|Lancaster
1043|Hickman|995|195|1190|Lancaster
1044|Middle Creek|592|81|673|Lancaster
1045|Murdock South|94|19|113|Lancaster
1046|Nemaha|801|141|942|Lancaster
1047|North Bluff|9|3|12|Lancaster
1048|Oak|568|108|676|Lancaster
1049|Panama|377|77|454|Lancaster
1050|Rock Creek|420|84|504|Lancaster
1051|Saltillo #1|549|108|657|Lancaster
1052|Saltillo #2|695|144|839|Lancaster
1053|South Pass|505|113|618|Lancaster
1054|Stevens Creek|360|58|418|Lancaster
1055|Stockton|420|75|495|Lancaster
1056|Waverly #2|513|103|616|Lancaster
1057|Waverly North|803|160|963|Lancaster
1058|Waverly South|817|161|978|Lancaster
1059|West Salt|676|133|809|Lancaster
1060|Yankee Hill East|247|29|276|Lancaster
1061|Yankee Hill West|898|131|1029|Lancaster
1062|Precinct 1|580|159|739|Lincoln
1063|Precinct 2|380|130|510|Lincoln
1064|Precinct 3|366|117|483|Lincoln
1065|Precinct 4|285|118|403|Lincoln
1066|Precinct 5|226|76|302|Lincoln
1067|Precinct 6|981|260|1241|Lincoln
1068|Precinct 7|701|171|872|Lincoln
1069|Precinct 8|645|188|833|Lincoln
1070|Precinct 9|592|174|766|Lincoln
1071|Precinct 10|778|263|1041|Lincoln
1072|Precinct 12|443|118|561|Lincoln
1073|Precinct 13|686|285|971|Lincoln
1074|Precinct 15|315|110|425|Lincoln
1075|Precinct 16|328|106|434|Lincoln
1076|Brady|391|128|519|Lincoln
1077|Hall|710|215|925|Lincoln
1078|Hershey|673|225|898|Lincoln
1079|Hinman|250|104|354|Lincoln
1080|Maxwell|297|91|388|Lincoln
1081|Medicine|123|40|163|Lincoln
1082|Osgood|937|242|1179|Lincoln
1083|Sellers|471|144|615|Lincoln
1084|Sutherland|640|211|851|Lincoln
1085|Wallace|200|88|288|Lincoln
1086|Logan County|260|111|371|Logan
1087|Sawyer|325|81|406|Loup
1088|Norfolk 1-1|752|210|962|Madison
1089|Norfolk 1-2|505|177|682|Madison
1090|Norfolk 1-3|470|181|651|Madison
1091|Norfolk 2-1|852|238|1090|Madison
1092|Norfolk 2-2|734|244|978|Madison
1093|Norfolk 2-3|807|203|1010|Madison
1094|Norfolk 3-1|504|133|637|Madison
1095|Norfolk 3-2|390|140|530|Madison
1096|Norfolk 3-3|567|221|788|Madison
1097|Norfolk 4-1|404|122|526|Madison
1098|Norfolk 4-2|595|189|784|Madison
1099|Norfolk 4-3|421|136|557|Madison
1100|Norfolk Pct|548|173|721|Madison
1101|Valley Pct|458|128|586|Madison
1102|MG-Jefferson-Grove-High|399|122|521|Madison
1103|Tilden 2nd Ward|192|75|267|Madison
1104|Battle Creek City-BC Pct|622|179|801|Madison
1105|Warnerville Pct|172|59|231|Madison
1106|Union-Madison|162|53|215|Madison
1107|Fairview-Kalamazoo-GG|169|58|227|Madison
1108|School-Emerick-Shell Crk-NG|363|112|475|Madison
1109|Madison City|387|152|539|Madison
1110|Tryon 01|176|83|259|McPherson
1111|Silver Creek|207|60|267|Merrick
1112|Clarksville East|140|41|181|Merrick
1113|Clarksville West|111|24|135|Merrick
1114|Prairie Island|97|12|109|Merrick
1115|Central|32|6|38|Merrick
1116|Lone Tree North|138|51|189|Merrick
1117|Midland|110|15|125|Merrick
1118|Mead|75|17|92|Merrick
1119|Chapman|201|52|253|Merrick
1120|Prairie Creek|150|34|184|Merrick
1121|Vieregg|351|62|413|Merrick
1122|Loup|267|62|329|Merrick
1123|Ward 1|552|149|701|Merrick
1124|Ward 2|609|136|745|Merrick
1125|Lone Tree South|101|23|124|Merrick
1126|BROADWATER|107|41|148|Morrill
1127|EAST BAYARD|374|135|509|Morrill
1128|WEST BAYARD|320|88|408|Morrill
1129|NORTH CAMP CLARKE|218|59|277|Morrill
1130|EAST CAMP CLARKE|355|104|459|Morrill
1131|WEST CAMP CLARKE|273|106|379|Morrill
1132|GILCHRIST|20|13|33|Morrill
1133|HAYNES|30|24|54|Morrill
1134|REDINGTON|31|17|48|Morrill
1135|Beav,Genoa,Ccreek,Pcreek|234|56|290|Nance
1136|Ctnwd,Lferry,Full,Wnew,Enew|168|42|210|Nance
1137|Cedar,Tcreek,Sbranch|165|20|185|Nance
1138|Fullerton|399|117|516|Nance
1139|Genoa I|158|32|190|Nance
1140|Genoa II|143|44|187|Nance
1141|Brownville|163|54|217|Nemaha
1142|1st Douglas - Glenrock|382|88|470|Nemaha
1143|2nd Douglas|362|103|465|Nemaha
1144|3rd Douglas|385|89|474|Nemaha
1145|4th Douglas|391|109|500|Nemaha
1146|Lafayette|110|22|132|Nemaha
1147|Nemaha|89|39|128|Nemaha
1148|Peru|220|44|264|Nemaha
1149|Washington - Benton|392|112|504|Nemaha
1150|Beaver 1|463|69|532|Nuckolls
1151|Beaver 2|221|60|281|Nuckolls
1152|Beaver 3|220|51|271|Nuckolls
1153|Elk|108|31|139|Nuckolls
1154|Hardy|81|45|126|Nuckolls
1155|Nelson|397|85|482|Nuckolls
1156|Spring Creek|71|14|85|Nuckolls
1157|Victor|228|64|292|Nuckolls
1158|Berlin|379|86|465|Otoe
1159|Delaware|369|80|449|Otoe
1160|McWilliams|318|86|404|Otoe
1161|Syracuse|998|203|1201|Otoe
1162|Palmyra|835|181|1016|Otoe
1163|Russell|324|79|403|Otoe
1164|South Branch|373|76|449|Otoe
1165|NC11|376|106|482|Otoe
1166|NC12|318|91|409|Otoe
1167|NC13|491|130|621|Otoe
1168|NC14|309|81|390|Otoe
1169|NC15|454|119|573|Otoe
1170|NC16|569|134|703|Otoe
1171|Pawnee 1|271|86|357|Pawnee
1172|Pawnee 2|241|77|318|Pawnee
1173|Burchard|136|39|175|Pawnee
1174|Table Rock|138|43|181|Pawnee
1175|Steinauer|169|45|214|Pawnee
1176|District 1|297|126|423|Perkins
1177|District 2|375|113|488|Perkins
1178|District 3|337|126|463|Perkins
1179|Cottonwood-Anderson|99|33|132|Phelps
1180|Williamsburg-Westside|128|28|156|Phelps
1181|Garfield-Union|91|26|117|Phelps
1182|Westmark-Center|147|38|185|Phelps
1183|Divide-Lake|203|64|267|Phelps
1184|Sheridan-Prairie|240|65|305|Phelps
1185|Rockfalls-Industry|97|16|113|Phelps
1186|Laird|215|66|281|Phelps
1187|Bertrand|262|90|352|Phelps
1188|Ward 1|438|142|580|Phelps
1189|Ward 2|513|114|627|Phelps
1190|Ward 3|522|154|676|Phelps
1191|Ward 4|626|169|795|Phelps
1192|Osmond|560|199|759|Pierce
1193|Plainview|494|170|664|Pierce
1194|Pierce|618|194|812|Pierce
1195|South Branch|302|97|399|Pierce
1196|Pierce City|608|199|807|Pierce
1197|1A|573|155|728|Platte
1198|1B|320|101|421|Platte
1199|1C|347|124|471|Platte
1200|1D|370|126|496|Platte
1201|2A|239|67|306|Platte
1202|2B|518|135|653|Platte
1203|2C|394|125|519|Platte
1204|2D|334|120|454|Platte
1205|3A|591|191|782|Platte
1206|3B|350|121|471|Platte
1207|3C|658|180|838|Platte
1208|3D|446|124|570|Platte
1209|4A|351|104|455|Platte
1210|4B|418|93|511|Platte
1211|4C|605|140|745|Platte
1212|4D|309|98|407|Platte
1213|Columbus Twp A|372|119|491|Platte
1214|Columbus Twp B|643|149|792|Platte
1215|Bismark|197|56|253|Platte
1216|Sherman/Grand Prairie|223|95|318|Platte
1217|Creston|135|36|171|Platte
1218|Shell Creek|384|91|475|Platte
1219|Humphrey|139|56|195|Platte
1220|Butler/Loup|245|97|342|Platte
1221|Oconee/Monroe|241|89|330|Platte
1222|Lost Creek/Burrows|260|78|338|Platte
1223|Granville|332|87|419|Platte
1224|Joliet|45|16|61|Platte
1225|St Bernard|190|61|251|Platte
1226|Walker/Woodville|152|32|184|Platte
1227|(Countywide) Elkhorn Rural PPD|0|0|0|Platte
1228|South Canada|368|120|488|Polk
1229|North Osceola|371|103|474|Polk
1230|South Osceola|422|110|532|Polk
1231|East Stromsburg|289|94|383|Polk
1232|West Stromsburg|306|77|383|Polk
1233|West Pleasant Home|257|58|315|Polk
1234|Bartley|150|54|204|Red Willow
1235|Beaver|122|47|169|Red Willow
1236|Indianola|394|138|532|Red Willow
1237|Northwest|357|108|465|Red Willow
1238|Southwest|208|57|265|Red Willow
1239|Ward 1 Precinct 1|247|72|319|Red Willow
1240|Ward 1 Precinct 2|351|98|449|Red Willow
1241|Ward 1 Precinct 3|315|72|387|Red Willow
1242|Ward 2 Precinct 1|364|129|493|Red Willow
1243|Ward 2 Precinct 2|332|112|444|Red Willow
1244|Ward 3 Precinct 1|314|81|395|Red Willow
1245|Ward 3 Precinct 3|273|99|372|Red Willow
1246|Ward 4 Precinct 1|368|130|498|Red Willow
1247|Arago/Barada|119|38|157|Richardson
1248|FCRural/Ohio|191|50|241|Richardson
1249|FC Ward 1|427|123|550|Richardson
1250|FC Ward 2|328|98|426|Richardson
1251|FC Ward 3|325|96|421|Richardson
1252|FC Ward 4|252|71|323|Richardson
1253|Fran/Hrr/Spi|148|46|194|Richardson
1254|Grant Nemaha|146|36|182|Richardson
1255|Humboldt I|127|39|166|Richardson
1256|Humboldt II|143|43|186|Richardson
1257|Jefferson/Rulo|160|52|212|Richardson
1258|Liberty|103|38|141|Richardson
1259|East Muddy|94|19|113|Richardson
1260|West Muddy/Porter|141|46|187|Richardson
1261|Salem|86|12|98|Richardson
1262|Rock|528|206|734|Rock
1263|Crete 1|489|113|602|Saline
1264|Crete 2|331|105|436|Saline
1265|Crete 3|432|105|537|Saline
1266|C & B|330|58|388|Saline
1267|Dorchester|378|104|482|Saline
1268|Friend 1|252|72|324|Saline
1269|Friend 2|244|83|327|Saline
1270|Wilber 1|425|115|540|Saline
1271|Wilber 2|286|89|375|Saline
1272|Olive|120|30|150|Saline
1273|South Fork|168|47|215|Saline
1274|DeWitt|323|75|398|Saline
1275|Precinct 1|883|167|1050|Sarpy
1276|Precinct 2|821|118|939|Sarpy
1277|Precinct 3|1316|216|1532|Sarpy
1278|Precinct 4|1070|198|1268|Sarpy
1279|Precinct 5|905|156|1061|Sarpy
1280|Precinct 6|1102|180|1282|Sarpy
1281|Precinct 7|981|160|1141|Sarpy
1282|Precinct 8|1006|145|1151|Sarpy
1283|Precinct 9|868|152|1020|Sarpy
1284|Precinct 10|744|129|873|Sarpy
1285|Precinct 11|1663|260|1923|Sarpy
1286|Precinct 12|1511|275|1786|Sarpy
1287|Precinct 13|1397|176|1573|Sarpy
1288|Precinct 16|1224|227|1451|Sarpy
1289|Precinct 17|1185|234|1419|Sarpy
1290|Precinct 18|865|196|1061|Sarpy
1291|Precinct 19|2090|321|2411|Sarpy
1292|Precinct 20|1460|240|1700|Sarpy
1293|Precinct 21|1812|301|2113|Sarpy
1294|Precinct 22|1296|177|1473|Sarpy
1295|Precinct 23|1908|337|2245|Sarpy
1296|Precinct 24|1024|172|1196|Sarpy
1297|Precinct 25|977|131|1108|Sarpy
1298|Precinct 26|1122|147|1269|Sarpy
1299|Precinct 31|2217|352|2569|Sarpy
1300|Precinct 32|981|160|1141|Sarpy
1301|Precinct 33|1250|212|1462|Sarpy
1302|Precinct 34|1351|268|1619|Sarpy
1303|Precinct 35|1283|187|1470|Sarpy
1304|Precinct 36|1203|205|1408|Sarpy
1305|Precinct 37|2212|291|2503|Sarpy
1306|Precinct 38|1234|176|1410|Sarpy
1307|Precinct 39|1475|264|1739|Sarpy
1308|Precinct 40|1260|204|1464|Sarpy
1309|Precinct 41|1708|267|1975|Sarpy
1310|Precinct 42|1736|265|2001|Sarpy
1311|Precinct 46|1033|200|1233|Sarpy
1312|Precinct 47|664|129|793|Sarpy
1313|Precinct 48|1944|291|2235|Sarpy
1314|Precinct 49|1650|222|1872|Sarpy
1315|Precinct 51|2936|465|3401|Sarpy
1316|Precinct 52|2176|383|2559|Sarpy
1317|Precinct 53|1711|300|2011|Sarpy
1318|Precinct 54|1618|252|1870|Sarpy
1319|Precinct 55|2044|308|2352|Sarpy
1320|Precinct 56|1249|199|1448|Sarpy
1321|Precinct 57|1364|194|1558|Sarpy
1322|Precinct 58|1042|191|1233|Sarpy
1323|Precinct 59|1019|195|1214|Sarpy
1324|Precinct 60|950|167|1117|Sarpy
1325|Precinct 61|3206|588|3794|Sarpy
1326|Precinct 62|2028|287|2315|Sarpy
1327|Valparaiso|565|140|705|Saunders
1328|Weston|323|93|416|Saunders
1329|Prague|373|76|449|Saunders
1330|Malmo|264|63|327|Saunders
1331|Ceresco|725|155|880|Saunders
1332|Wahoo Rural|395|92|487|Saunders
1333|Wahoo Ward I|667|152|819|Saunders
1334|Wahoo Ward II|570|116|686|Saunders
1335|Wahoo Ward III|483|113|596|Saunders
1336|Center|305|72|377|Saunders
1337|Cedar Bluffs|619|132|751|Saunders
1338|Marietta|338|81|419|Saunders
1339|District 4|889|184|1073|Saunders
1340|Ashland Ward 1|512|93|605|Saunders
1341|Ashland Ward 2|626|128|754|Saunders
1342|Ashland Rural|658|135|793|Saunders
1343|Yutan|980|219|1199|Saunders
1344|Castle Rock A|132|50|182|Scotts Bluff
1345|Castle Rock B|75|39|114|Scotts Bluff
1346|Dewey-Tabor|365|118|483|Scotts Bluff
1347|East Winter Creek|257|83|340|Scotts Bluff
1348|Fanning|440|144|584|Scotts Bluff
1349|Ford A & B|191|79|270|Scotts Bluff
1350|Funston|224|80|304|Scotts Bluff
1351|Gering (Rural)|309|90|399|Scotts Bluff
1352|Gering I|907|266|1173|Scotts Bluff
1353|Gering II|633|231|864|Scotts Bluff
1354|Gering III|416|134|550|Scotts Bluff
1355|Gering IV|697|215|912|Scotts Bluff
1356|Highland|153|49|202|Scotts Bluff
1357|Kiowa-Lyman|237|74|311|Scotts Bluff
1358|Minatare I & II|173|61|234|Scotts Bluff
1359|Mitchell (Rural)|168|64|232|Scotts Bluff
1360|Mitchell I|177|93|270|Scotts Bluff
1361|Mitchell II|214|81|295|Scotts Bluff
1362|Morrill|284|90|374|Scotts Bluff
1363|Roubadeau|49|11|60|Scotts Bluff
1364|Scottsbluff 1|641|225|866|Scotts Bluff
1365|Scottsbluff 2|669|182|851|Scotts Bluff
1366|Scottsbluff 3|293|111|404|Scotts Bluff
1367|Scottsbluff 4|127|77|204|Scotts Bluff
1368|Scottsbluff 5|415|154|569|Scotts Bluff
1369|Scottsbluff 6|392|137|529|Scotts Bluff
1370|Scottsbluff 7|436|174|610|Scotts Bluff
1371|Scottsbluff 8|459|197|656|Scotts Bluff
1372|Terrytown I & II|259|97|356|Scotts Bluff
1373|West Winter Creek|482|155|637|Scotts Bluff
1374|B|180|43|223|Seward
1375|C|238|59|297|Seward
1376|E|422|96|518|Seward
1377|G|210|71|281|Seward
1378|H|545|131|676|Seward
1379|I|488|138|626|Seward
1380|J|150|50|200|Seward
1381|K|279|83|362|Seward
1382|M-BX|256|70|326|Seward
1383|M-CO|226|42|268|Seward
1384|O-1|397|106|503|Seward
1385|O-2|447|132|579|Seward
1386|S-1|811|171|982|Seward
1387|S-2|806|217|1023|Seward
1388|S-3|617|154|771|Seward
1389|S-4|401|74|475|Seward
1390|East Gordon|257|104|361|Sheridan
1391|West Gordon|271|123|394|Sheridan
1392|North Rushville|255|94|349|Sheridan
1393|South Rushville|199|59|258|Sheridan
1394|HaySprings|336|123|459|Sheridan
1395|Mirage Flats|128|32|160|Sheridan
1396|South Sheridan|190|75|265|Sheridan
1397|Wounded Knee|117|36|153|Sheridan
1398|(Countywide) Nebraska PPD|0|0|0|Sheridan
1399|Ashton|168|51|219|Sherman
1400|Rockville|172|51|223|Sherman
1401|North LC|234|77|311|Sherman
1402|Central LC|116|56|172|Sherman
1403|South LC|197|55|252|Sherman
1404|Harrison|233|80|313|Sherman
1405|Bowen|248|108|356|Sioux
1406|Sheep Creek|189|72|261|Sioux
1407|Butterfly|58|17|75|Stanton
1408|Dewey|89|25|114|Stanton
1409|Dimick|51|15|66|Stanton
1410|Elkhorn|110|32|142|Stanton
1411|Haymow|42|16|58|Stanton
1412|Kingsburg|44|10|54|Stanton
1413|Maple Creek|74|13|87|Stanton
1414|Pilger|170|54|224|Stanton
1415|Ramshorn|70|26|96|Stanton
1416|Spring Branch|690|166|856|Stanton
1417|Spr Br2|185|54|239|Stanton
1418|Stanton A|306|67|373|Stanton
1419|Stanton B|314|99|413|Stanton
1420|Stanton C|42|7|49|Stanton
1421|Union Creek|44|10|54|Stanton
1422|Alex/Gilead|164|36|200|Thayer
1423|Bruning/Belvidere|233|66|299|Thayer
1424|Chester/Byron/Hubbell|287|91|378|Thayer
1425|Davenport/Carleton|296|67|363|Thayer
1426|Deshler|370|96|466|Thayer
1427|Hebron North|401|88|489|Thayer
1428|Hebron South|346|99|445|Thayer
1429|Thomas|277|103|380|Thomas
1430|Anderson/Blackbird|132|74|206|Thurston
1431|Bryan|32|14|46|Thurston
1432|Dawes|102|30|132|Thurston
1433|Flournoy/Merry|111|46|157|Thurston
1434|Omaha|194|82|276|Thurston
1435|Pender|438|135|573|Thurston
1436|Perry|75|32|107|Thurston
1437|Thayer|44|15|59|Thurston
1438|Winnebago|341|132|473|Thurston
1439|Precinct 1|218|88|306|Valley
1440|Precinct 2|219|64|283|Valley
1441|Precinct 3|283|43|326|Valley
1442|Precinct 4|248|89|337|Valley
1443|Precinct 5|216|65|281|Valley
1444|Precinct 6|206|54|260|Valley
1445|Precinct 7|230|63|293|Valley
1446|Ft Calhoun East|656|109|765|Washington
1447|Ft Calhoun West|853|169|1022|Washington
1448|Kennard|607|167|774|Washington
1449|Lakeland|1161|239|1400|Washington
1450|Skyline|609|118|727|Washington
1451|Central|631|136|767|Washington
1452|Dana|646|147|793|Washington
1453|Washington|369|90|459|Washington
1454|Herman|315|76|391|Washington
1455|Cuming City|381|76|457|Washington
1456|Desoto|510|94|604|Washington
1457|Fontanelle|488|129|617|Washington
1458|Arlington|766|197|963|Washington
1459|Arbor|540|107|647|Washington
1460|Northview|707|150|857|Washington
